"","SpeciesBinomial","SourceList"
"26626","Pinnularia saprophila","(17, 19)"
"26627","Pinnularia subanglica","(17, 19)"
"26628","Pinnularia undula","(17, 19)"
"26629","Pinnularia dactylus","(17, 19)"
"26630","Pinnularia decrescens","(17, 19)"
"26631","Pinnularia esoxiformis","(17, 19)"
"26632","Pinnularia grunowii","(17, 19)"
"26633","Pinnularia pulchella","(17, 19)"
"26634","Pinnularia microstauron var angusta","(17, 19)"
"26635","Pinnularia neomajor","(17, 19)"
"26636","Pinnularia sinistra","(17, 19)"
"26637","Pinnularia viridiformis var minor","(17, 19)"
"26638","Placoneis abiskoensis","(17, 19)"
"26639","Placoneis clementis","(17, 19)"
"26640","Placoneis elginensis","(17, 19)"
"26641","Placoneis explanata","(17, 19)"
"26642","Placoneis pseudanglica","(17, 19)"
"26643","Placoneis clementioides","(17, 19)"
"26644","Placoneis gastrum","(17, 19)"
"26645","Placoneis exigua","(17, 19)"
"26646","Placoneis placentula","(17, 19)"
"26647","Placoneis symmetrica","(17, 19)"
"26648","Sellaphora bacillum","(17, 19)"
"26649","Sellaphora disjuncta","(17, 19)"
"26650","Sellaphora laevissima","(17, 19)"
"26651","Sellaphora mutata","(17, 19)"
"26652","Sellaphora pupula var capitata","(17, 19)"
"26653","Sellaphora seminulum","(17, 19)"
"26654","Sellaphora hustedtii","(17, 19)"
"26655","Sellaphora americana","(17, 19)"
"26656","Sellaphora rectangularis","(17, 19)"
"26657","Sellaphora sp1 maine jz","(17, 19)"
"26658","Sellaphora sp 1 dnrec sjm","(17, 19)"
"26659","Sellaphora nyassensis","(17, 19)"
"26660","Sellaphora stroemii","(17, 19)"
"26661","Sellaphora atomoides","(17, 19)"
"26662","Sellaphora nigri","(17, 19)"
"26663","Sellaphora arvensis","(17, 19)"
"26664","Sellaphora crassulexigua","(17, 19)"
"26665","Sellaphora pseudoventralis","(17, 19)"
"26666","Sellaphora saugerresii","(17, 19)"
"26667","Sellaphora schadei","(17, 19)"
"26668","Sellaphora subbacillum","(17, 19)"
"26669","Sellaphora vitabunda","(17, 19)"
"26670","Sellaphora wallacei","(17, 19)"
"26671","Sellaphora fusticulus","(17, 19)"
"26672","Sellaphora pulchra","(17, 19)"
"26673","Sellaphora absoluta","(17, 19)"
"26674","Sellaphora tridentula","(17, 19)"
"26675","Stauroneis agrestis","(17, 19)"
"26676","Stauroneis anceps","(17, 19)"
"26677","Stauroneis gracilis","(17, 19)"
"26678","Stauroneis borrichii","(17, 19)"
"26679","Stauroneis cf aueri","(17, 19)"
"26680","Stauroneis kriegeri","(17, 19)"
"26681","Stauroneis phoenicenteron","(17, 19)"
"26682","Stauroneis producta","(17, 19)"
"26683","Stauroneis smithii","(17, 19)"
"26684","Stauroneis tackei","(17, 19)"
"26685","Stauroneis thermicola","(17, 19)"
"26686","Stauroneis legumen","(17, 19)"
"26687","Stauroneis pseudosubobtusoides","(17, 19)"
"26688","Stauroneis schimanskii","(17, 19)"
"26689","Stauroneis smithii var sagitta","(17, 19)"
"26690","Stauroneis livingstonii","(17, 19)"
"26691","Stauroneis nobilis","(17, 19)"
"26692","Stauroneis obtusa","(17, 19)"
"26693","Stauroneis smithii var incisa","(17, 19)"
"26694","Stauroneis sp 6 savannah eam","(17, 19)"
"26695","Stauroneis sp 7 nawqa dw","(17, 19)"
"26696","Stauroneis stodderi","(17, 19)"
"26697","Stauroneis phoenicenteron fo gracilis","(17, 19)"
"26698","Stauroneis staurolineata","(17, 19)"
"26699","Stauroneis neohyalina","(17, 19)"
"26700","Stauroneis pikuni","(17, 19)"
"26701","Stauroneis subborealis","(17, 19)"
"26702","Stauroneis amphicephala","(17, 19)"
"26703","Capartogramma crucicula","(17, 19)"
"26704","Fistulifera pelliculosa","(17, 19)"
"26705","Fistulifera saprophila","(17, 19)"
"26706","Gomphosphenia grovei","(17, 19)"
"26707","Gomphosphenia lingulatiformis","(17, 19)"
"26708","Gomphosphenia sp 1 idaho dw","(17, 19)"
"26709","Gomphosphenia tackei","(17, 19)"
"26710","Gomphosphenia praegnans","(17, 19)"
"26711","Gomphosphenia stoermeri","(17, 19)"
"26712","Plagiotropis lepidoptera var proboscidea","(17, 19)"
"26713","Proschkinia sp 2 new mexico morales","(17, 19)"
"26714","Eolimna minima","(17, 19)"
"26715","Eolimna subadnata","(17, 19)"
"26716","Eolimna tantula","(17, 19)"
"26717","Navigiolum canoris","(17, 19)"
"26718","Neidiopsis levanderi","(17, 19)"
"26719","Prestauroneis integra","(17, 19)"
"26720","Prestauroneis crucicula","(17, 19)"
"26721","Prestauroneis protracta","(17, 19)"
"26722","Seminavis pusilla","(17, 19)"
"26723","Hygropetra balfouriana","(17, 19)"
"26724","Krasskella kriegerana","(17, 19)"
"26725","Rhoicosphenia abbreviata","(17, 19)"
"26726","Cymatopleura solea","(17, 19)"
"26727","Cymatopleura solea var apiculata","(17, 19)"
"26728","Entomoneis ornata","(17, 19)"
"26729","Entomoneis paludosa","(17, 19)"
"26730","Stenopterobia anceps","(17, 19)"
"26731","Stenopterobia curvula","(17, 19)"
"26732","Stenopterobia delicatissima","(17, 19)"
"26733","Stenopterobia densestriata","(17, 19)"
"26734","Stenopterobia planctonica","(17, 19)"
"26735","Surirella amphioxys","(17, 19)"
"26736","Surirella angusta","(17, 19)"
"26737","Surirella biseriata","(17, 19)"
"26738","Surirella bohemica","(17, 19)"
"26739","Surirella brebissonii","(17, 19)"
"26740","Surirella brebissonii var kuetzingii","(17, 19)"
"26741","Surirella brightwellii","(17, 19)"
"26742","Surirella cf subsalsa","(17, 19)"
"26743","Surirella elegans","(17, 19)"
"26744","Surirella linearis","(17, 19)"
"26745","Surirella minuta","(17, 19)"
"26746","Surirella ovalis","(17, 19)"
"26747","Surirella ovalis var africana","(17, 19)"
"26748","Surirella roba","(17, 19)"
"26749","Surirella robusta","(17, 19)"
"26750","Surirella splendida","(17, 19)"
"26751","Surirella subsalsa","(17, 19)"
"26752","Surirella bifrons","(17, 19)"
"26753","Surirella patella","(17, 19)"
"26754","Surirella tenera","(17, 19)"
"26755","Surirella stalagma","(17, 19)"
"26756","Surirella suecica","(17, 19)"
"26757","Surirella helvetica","(17, 19)"
"26758","Surirella pinnata","(17, 19)"
"26759","Surirella iowensis","(17, 19)"
"26760","Campylodiscus hibernicus","(17, 19)"
"26761","Bacillaria paradoxa","(17, 19)"
"26762","Denticula elegans","(17, 19)"
"26763","Denticula kuetzingii","(17, 19)"
"26764","Denticula kuetzingii var rumrichae","(17, 19)"
"26765","Denticula tenuis","(17, 19)"
"26766","Denticula subtilis","(17, 19)"
"26767","Hantzschia amphioxys","(17, 19)"
"26768","Hantzschia elongata","(17, 19)"
"26769","Hantzschia distinctepunctata","(17, 19)"
"26770","Hantzschia virgata","(17, 19)"
"26771","Nitzschia acicularioides","(17, 19)"
"26772","Nitzschia acicularis","(17, 19)"
"26773","Nitzschia acidoclinata","(17, 19)"
"26774","Nitzschia agnita","(17, 19)"
"26775","Nitzschia alpina","(17, 19)"
"26776","Nitzschia amphibia","(17, 19)"
"26777","Nitzschia amphibia fo frauenfeldii","(17, 19)"
"26778","Nitzschia amphibioides","(17, 19)"
"26779","Nitzschia angustata","(17, 19)"
"26780","Nitzschia angustatula","(17, 19)"
"26781","Nitzschia angustiforaminata","(17, 19)"
"26782","Nitzschia archibaldii","(17, 19)"
"26783","Nitzschia bacillum","(17, 19)"
"26784","Nitzschia bremensis","(17, 19)"
"26785","Nitzschia brevissima","(17, 19)"
"26786","Nitzschia bulnheimiana","(17, 19)"
"26787","Nitzschia capitellata","(17, 19)"
"26788","Nitzschia clausii","(17, 19)"
"26789","Nitzschia communis","(17, 19)"
"26790","Nitzschia commutata","(17, 19)"
"26791","Nitzschia desertorum","(17, 19)"
"26792","Nitzschia dissipata","(17, 19)"
"26793","Nitzschia dissipata var media","(17, 19)"
"26794","Nitzschia diversa","(17, 19)"
"26795","Nitzschia draveillensis","(17, 19)"
"26796","Nitzschia dubia","(17, 19)"
"26797","Nitzschia fasciculata","(17, 19)"
"26798","Nitzschia filiformis","(17, 19)"
"26799","Nitzschia flexa","(17, 19)"
"26800","Nitzschia fonticola","(17, 19)"
"26801","Nitzschia frustulum","(17, 19)"
"26802","Nitzschia fruticosa","(17, 19)"
"26803","Nitzschia gracilis","(17, 19)"
"26804","Nitzschia graciliformis","(17, 19)"
"26805","Nitzschia hantzschiana","(17, 19)"
"26806","Nitzschia heufleriana","(17, 19)"
"26807","Nitzschia homburgiensis","(17, 19)"
"26808","Nitzschia hybrida","(17, 19)"
"26809","Nitzschia incognita","(17, 19)"
"26810","Nitzschia inconspicua","(17, 19)"
"26811","Nitzschia intermedia","(17, 19)"
"26812","Nitzschia lacuum","(17, 19)"
"26813","Nitzschia liebethruthii","(17, 19)"
"26814","Nitzschia linearis","(17, 19)"
"26815","Nitzschia microcephala","(17, 19)"
"26816","Nitzschia modesta","(17, 19)"
"26817","Nitzschia nana","(17, 19)"
"26818","Nitzschia ovalis","(17, 19)"
"26819","Nitzschia palea","(17, 19)"
"26820","Nitzschia palea var debilis","(17, 19)"
"26821","Nitzschia palea var tenuirostris","(17, 19)"
"26822","Nitzschia paleacea","(17, 19)"
"26823","Nitzschia paleaeformis","(17, 19)"
"26824","Nitzschia palustris","(17, 19)"
"26825","Nitzschia parvula","(17, 19)"
"26826","Nitzschia pellucida","(17, 19)"
"26827","Nitzschia perminuta","(17, 19)"
"26828","Nitzschia perminuta var tenella","(17, 19)"
"26829","Nitzschia perspicua","(17, 19)"
"26830","Nitzschia prolongata","(17, 19)"
"26831","Nitzschia pumila","(17, 19)"
"26832","Nitzschia pura","(17, 19)"
"26833","Nitzschia pusilla","(17, 19)"
"26834","Nitzschia radicula","(17, 19)"
"26835","Nitzschia recta","(17, 19)"
"26836","Nitzschia reversa","(17, 19)"
"26837","Nitzschia sigma","(17, 19)"
"26838","Nitzschia sigmoidea","(17, 19)"
"26839","Nitzschia sinuata var tabellaria","(17, 19)"
"26840","Nitzschia sociabilis","(17, 19)"
"26841","Nitzschia solita","(17, 19)"
"26842","Nitzschia spec 1841 in langebertalot vol 7","(17, 19)"
"26843","Nitzschia subacicularis","(17, 19)"
"26844","Nitzschia sublinearis","(17, 19)"
"26845","Nitzschia subtilioides","(17, 19)"
"26846","Nitzschia suchlandtii","(17, 19)"
"26847","Nitzschia terrestris","(17, 19)"
"26848","Nitzschia thermaloides","(17, 19)"
"26849","Nitzschia tropica","(17, 19)"
"26850","Nitzschia tubicola","(17, 19)"
"26851","Nitzschia umbonata","(17, 19)"
"26852","Nitzschia valdestriata","(17, 19)"
"26853","Nitzschia vermicularis","(17, 19)"
"26854","Nitzschia wuellerstorffii","(17, 19)"
"26855","Nitzschia bryophila","(17, 19)"
"26856","Nitzschia acula","(17, 19)"
"26857","Nitzschia gessneri","(17, 19)"
"26858","Nitzschia lanceolata","(17, 19)"
"26859","Nitzschia normanii","(17, 19)"
"26860","Nitzschia subtilis","(17, 19)"
"26861","Nitzschia biacrula","(17, 19)"
"26862","Nitzschia bita","(17, 19)"
"26863","Nitzschia cf gracilis hantzsch","(17, 19)"
"26864","Nitzschia elegantula","(17, 19)"
"26865","Nitzschia filiformis var conferta","(17, 19)"
"26866","Nitzschia fossilis","(17, 19)"
"26867","Nitzschia tenuis","(17, 19)"
"26868","Nitzschia lorenziana","(17, 19)"
"26869","Nitzschia pseudofonticola","(17, 19)"
"26870","Nitzschia siliqua","(17, 19)"
"26871","Nitzschia sinuata var delognei","(17, 19)"
"26872","Nitzschia sp 30 nawqa eam","(17, 19)"
"26873","Nitzschia sp 36 nawqa morales","(17, 19)"
"26874","Nitzschia sp 37 nawqa hamsher","(17, 19)"
"26875","Nitzschia rosenstockii","(17, 19)"
"26876","Nitzschia balcanica","(17, 19)"
"26877","Nitzschia columbiana","(17, 19)"
"26878","Nitzschia innominata","(17, 19)"
"26879","Nitzschia oligotraphenta","(17, 19)"
"26880","Nitzschia minuta","(17, 19)"
"26881","Nitzschia soratensis","(17, 19)"
"26882","Nitzschia elegans","(17, 19)"
"26883","Nitzschia gracilis var minor","(17, 19)"
"26884","Nitzschia linearis var subtilis","(17, 19)"
"26885","Nitzschia radicula var rostrata","(17, 19)"
"26886","Nitzschia rectiformis","(17, 19)"
"26887","Nitzschia semirobusta","(17, 19)"
"26888","Psammodictyon constrictum","(17, 19)"
"26889","Tryblionella debilis","(17, 19)"
"26890","Tryblionella gracilis","(17, 19)"
"26891","Tryblionella hungarica","(17, 19)"
"26892","Tryblionella levidensis","(17, 19)"
"26893","Tryblionella littoralis","(17, 19)"
"26894","Tryblionella plana","(17, 19)"
"26895","Tryblionella aerophila","(17, 19)"
"26896","Tryblionella apiculata","(17, 19)"
"26897","Tryblionella calida","(17, 19)"
"26898","Tryblionella coarctata","(17, 19)"
"26899","Tryblionella victoriae","(17, 19)"
"26900","Tryblionella compressa","(17, 19)"
"26901","Tryblionella sp 1 maine jz","(17, 19)"
"26902","Tryblionella scalaris","(17, 19)"
"26903","Hantzschia or nitzschia","(17, 19)"
"26904","Cylindrotheca gracilis","(17, 19)"
"26905","Simonsenia delognei","(17, 19)"
"26906","Pleurosigma salinarum","(17, 19)"
"26907","Cosmioneis pusilla","(17, 19)"
"26908","Planktic chrysophyte 23um cf ochromonas nana","(17, 19)"
"26909","Scalelike chrysophyte","(17, 19)"
"26910","Dinobryon bavaricum","(17, 19)"
"26911","Dinobryon sertularia","(17, 19)"
"26912","Dinobryon tabellariae","(17, 19)"
"26913","Dinobryon crenulatum","(17, 19)"
"26914","Dinobryon divergens","(17, 19)"
"26915","Dinobryon eurystoma","(17, 19)"
"26916","Dinobryon sociale var americana","(17, 19)"
"26917","Dinobryon sp 1 ans fwa adirondacks","(17, 19)"
"26918","Dinobryon attenuatum","(17, 19)"
"26919","Dinobryon spp cysts","(17, 19)"
"26920","Dinobryon suecicum","(17, 19)"
"26921","Chrysosphaerella longispina","(17, 19)"
"26922","Derepyxis amphora","(17, 19)"
"26923","Derepyxis amphoroides","(17, 19)"
"26924","Derepyxis dispar","(17, 19)"
"26925","Lagynion cf subglobosum","(17, 19)"
"26926","Lagynion scherffelii","(17, 19)"
"26927","Bitrichia chodatii","(17, 19)"
"26928","Uroglena americana","(17, 19)"
"26929","Mallomonas acaroides","(17, 19)"
"26930","Mallomonas alpina","(17, 19)"
"26931","Mallomonas spp 1 mesjah","(17, 19)"
"26932","Mallomonas spp 2 mesjah","(17, 19)"
"26933","Mallomonas spp 3 mesjah","(17, 19)"
"26934","Synura sphagnicola","(17, 19)"
"26935","Characiopsis acuta","(17, 19)"
"26936","Characiopsis cylindrica","(17, 19)"
"26937","Peroniella planctonica","(17, 19)"
"26938","Ophiocytium capitatum","(17, 19)"
"26939","Ophiocytium capitatum var longispinum","(17, 19)"
"26940","Ophiocytium cochleare","(17, 19)"
"26941","Ophiocytium gracilipes","(17, 19)"
"26942","Ophiocytium parvulum","(17, 19)"
"26943","Ophiocytium arbuscula","(17, 19)"
"26944","Ophiocytium desertum","(17, 19)"
"26945","Ducellieria chodatii","(17, 19)"
"26946","Tribonema affine","(17, 19)"
"26947","Tribonema bombycinum","(17, 19)"
"26948","Tribonema spp 2 mesjah","(17, 19)"
"26949","Stipitococcus sp 1 meslap","(17, 19)"
"26950","Stipitococcus sp 2 meslap","(17, 19)"
"26951","Stipitococcus sp 3 meslap","(17, 19)"
"26952","Stipitococcus spp 2 mesjah","(17, 19)"
"26953","Stipitococcus spp 3 mesjah","(17, 19)"
"26954","Isthmochloron trispinatum","(17, 19)"
"26955","Gonyostomum semen","(17, 19)"
"26956","Cryptomonas spp 2 mesjah","(17, 19)"
"26957","Cryptomonas spp 3 mesjah","(17, 19)"
"26958","Cryptomonas spp 4 mesjah","(17, 19)"
"26959","Cryptomonas erosa","(17, 19)"
"26960","Cryptomonas ovata","(17, 19)"
"26961","Cryptomonas cf erosa medp fwa","(17, 19)"
"26962","Plagioselmis nannoplanctica","(17, 19)"
"26963","Unk dinoflagellate sp 1 ans fwa adirondacks","(17, 19)"
"26964","Gymnodinium fuscum","(17, 19)"
"26965","Glenodinium armatum","(17, 19)"
"26966","Peridiniopsis thompsonii","(17, 19)"
"26967","Peridinium cinctum","(17, 19)"
"26968","Peridinium gatunense","(17, 19)"
"26969","Peridinium pusillum","(17, 19)"
"26970","Peridinium sp 1 meslap","(17, 19)"
"26971","Peridinium sp 1 kmm maine","(17, 19)"
"26972","Peridinium inconspicuum","(17, 19)"
"26973","Peridinium wisconsinense","(17, 19)"
"26974","Peridinium umbonatum","(17, 19)"
"26975","Ceratium hirudinella","(17, 19)"
"26976","Hemidinium nasutum","(17, 19)"
"26977","Aphanochaete polychaete","(17, 19)"
"26978","Aphanochaete repens","(17, 19)"
"26979","Microthamnion kuetzingii","(17, 19)"
"26980","Microthamnion kuetzingianum","(17, 19)"
"26981","Stigeoclonium lubricum","(17, 19)"
"26982","Stigeoclonium nanum","(17, 19)"
"26983","Stigeoclonium pachydermum","(17, 19)"
"26984","Stigeoclonium polymorphum","(17, 19)"
"26985","Draparnaldia platyzonata","(17, 19)"
"26986","Gongrosira burmanica","(17, 19)"
"26987","Chaetosphaeridium globosum","(17, 19)"
"26988","Characium ensiforme","(17, 19)"
"26989","Characium rabenhorstii","(17, 19)"
"26990","Characium pringsheimii","(17, 19)"
"26991","Schroederia judayi","(17, 19)"
"26992","Schroederia setigera","(17, 19)"
"26993","Sphaerocystis schroederii","(17, 19)"
"26994","Tetraedron caudatum","(17, 19)"
"26995","Tetraedron minimum","(17, 19)"
"26996","Tetraedron muticum","(17, 19)"
"26997","Tetraedron planctonicum","(17, 19)"
"26998","Tetraedron regulare","(17, 19)"
"26999","Tetraedron regulare v torsum","(17, 19)"
"27000","Tetraedron trigonum","(17, 19)"
"27001","Tetraedron pentaedricum","(17, 19)"
"27002","Tetradron incus","(17, 19)"
"27003","Gloeocystis planctonica","(17, 19)"
"27004","Gloeocystis sp 3 meslap","(17, 19)"
"27005","Gloeocystis sp 2 meslap","(17, 19)"
"27006","Gloeocystis sp 1 meslap","(17, 19)"
"27007","Gloeocystis maxima","(17, 19)"
"27008","Dispora crucigenioides","(17, 19)"
"27009","Korshikoviella limnetica","(17, 19)"
"27010","Characiellopsis skujae","(17, 19)"
"27011","Dictyosphaerium ehrenbergianum","(17, 19)"
"27012","Dictyosphaerium pulchellum","(17, 19)"
"27013","Botryococcus protuberans var minor","(17, 19)"
"27014","Botryococcus sudeticus","(17, 19)"
"27015","Dimorphococcus lunatus","(17, 19)"
"27016","Pediastrum biradiatum","(17, 19)"
"27017","Pediastrum boryanum","(17, 19)"
"27018","Pediastrum duplex var clathratum","(17, 19)"
"27019","Pediastrum duplex var coharence","(17, 19)"
"27020","Pediastrum duplex var rugulosum","(17, 19)"
"27021","Pediastrum obtusum","(17, 19)"
"27022","Pediastrum duplex var gracilimum","(17, 19)"
"27023","Pediastrum simplex","(17, 19)"
"27024","Pediastrum tetras var tetraodon","(17, 19)"
"27025","Pediastrum boryanum var longicorne","(17, 19)"
"27026","Sorastrum spinulosum","(17, 19)"
"27027","Stauridium tetras","(17, 19)"
"27028","Microspora amoena var crassior","(17, 19)"
"27029","Microspora floccosa","(17, 19)"
"27030","Microspora willeana","(17, 19)"
"27031","Microspora amoena var gracilis","(17, 19)"
"27032","Microspora stagnorum","(17, 19)"
"27033","Acanthosphaera zachariasi","(17, 19)"
"27034","Ankistrodesmus convolutus","(17, 19)"
"27035","Ankistrodesmus fractus","(17, 19)"
"27036","Ankistrodesmus spiralis","(17, 19)"
"27037","Ankistrodesmus fasciculatus","(17, 19)"
"27038","Ankistrodesmus sp 1 ans fwa adirondack","(17, 19)"
"27039","Ankistrodesmus bernardii","(17, 19)"
"27040","Ankistrodesmus bibrianus","(17, 19)"
"27041","Ankistrodesmus fusiformis","(17, 19)"
"27042","Closteriopsis longissima","(17, 19)"
"27043","Closteriopsis acicularis","(17, 19)"
"27044","Lagerheimia ciliata","(17, 19)"
